;player;nationality;position;age;birth_year;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xg_per90;npxg_per90;minutes_90s;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;throw_ins;passes_offsides;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;passes_received;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
542;Jonathan Clauss;fr FRA;DF;28;1992;37.0;35.0;3046.0;5.0;11.0;0.0;0.0;3.0;0.0;0.15;0.33;0.47;0.15;0.47;3.0;3.0;0.09;0.09;33.8;16.0;12.0;40.0;0.47;0.13;0.31;0.08;2.0;2.0;1243.0;1883.0;66.0;22162.0;9437.0;595.0;724.0;82.2;449.0;638.0;70.4;162.0;399.0;40.6;74.0;82.0;60.0;23.0;134.0;1348.0;522.0;46.0;4.0;8.0;348.0;185.0;59.0;95.0;0.0;291.0;13.0;36.0;142.0;4.2;82.0;46.0;3.0;5.0;2.0;21.0;0.62;16.0;2.0;1.0;1.0;0.0;63.0;34.0;33.0;20.0;10.0;23.0;56.0;41.1;33.0;43.0;1.0;42.0;73.0;51.0;0.0;2194.0;66.0;427.0;819.0;985.0;61.0;2194.0;29.0;60.0;48.3;1147.0;47.0;13.0;0.0;38.0;14.0;4.0;0.0;0.0;0.0;203.0;16.0;10.0;61.5
543;Carlos Clerc;es ESP;DF;29;1992;19.0;18.0;1514.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.02;0.02;16.8;0.0;0.0;0.0;0.0;0.0;0.0;0.19;-0.4;-0.4;668.0;878.0;76.1;10342.0;3922.0;376.0;410.0;91.7;228.0;291.0;78.4;42.0;111.0;37.8;11.0;58.0;15.0;4.0;51.0;712.0;161.0;15.0;1.0;4.0;47.0;2.0;1.0;0.0;0.0;144.0;5.0;23.0;23.0;1.37;19.0;3.0;1.0;0.0;0.0;2.0;0.12;2.0;0.0;0.0;0.0;0.0;35.0;17.0;21.0;10.0;4.0;7.0;19.0;36.8;12.0;8.0;3.0;5.0;26.0;32.0;1.0;1023.0;51.0;373.0;458.0;207.0;15.0;1023.0;23.0;33.0;69.7;572.0;15.0;6.0;0.0;23.0;18.0;0.0;0.0;0.0;0.0;99.0;13.0;17.0;43.3
544;Tom Cleverley;eng ENG;MF;31;1989;28.0;20.0;1616.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.11;0.11;0.0;0.11;0.9;0.9;0.05;0.05;18.0;7.0;0.0;58.3;0.39;0.0;0.0;0.08;-0.9;-0.9;479.0;658.0;72.8;7468.0;2178.0;239.0;280.0;85.4;169.0;212.0;79.7;40.0;109.0;36.7;20.0;42.0;8.0;5.0;37.0;569.0;87.0;27.0;1.0;3.0;54.0;32.0;19.0;9.0;2.0;6.0;2.0;12.0;36.0;2.0;22.0;10.0;0.0;1.0;3.0;3.0;0.17;2.0;1.0;0.0;0.0;0.0;37.0;20.0;19.0;17.0;1.0;18.0;33.0;54.5;15.0;23.0;6.0;17.0;18.0;19.0;3.0;798.0;35.0;175.0;393.0;238.0;10.0;798.0;3.0;6.0;50.0;440.0;16.0;16.0;0.0;28.0;19.0;2.0;0.0;0.0;0.0;81.0;14.0;29.0;32.6
545;Nathaniel Clyne;eng ENG;DF;30;1991;16.0;15.0;1351.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.07;0.07;0.0;0.07;0.1;0.1;0.01;0.01;15.0;2.0;0.0;66.7;0.13;0.0;0.0;0.05;-0.1;-0.1;561.0;727.0;77.2;8523.0;3116.0;289.0;322.0;89.8;228.0;292.0;78.1;22.0;64.0;34.4;6.0;24.0;7.0;3.0;18.0;561.0;164.0;14.0;1.0;1.0;17.0;0.0;0.0;0.0;0.0;150.0;2.0;17.0;12.0;0.8;10.0;2.0;0.0;0.0;0.0;2.0;0.13;2.0;0.0;0.0;0.0;0.0;21.0;10.0;11.0;9.0;1.0;10.0;20.0;50.0;10.0;7.0;2.0;5.0;15.0;32.0;0.0;816.0;39.0;307.0;383.0;137.0;1.0;816.0;4.0;6.0;66.7;440.0;10.0;4.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;73.0;10.0;7.0;58.8
546;Conor Coady;eng ENG;DF;28;1993;38.0;38.0;3361.0;4.0;0.0;0.0;0.0;4.0;0.0;0.11;0.0;0.11;0.11;0.11;2.9;2.9;0.08;0.08;37.3;4.0;0.0;33.3;0.11;0.33;1.0;0.24;1.1;1.1;1514.0;1692.0;89.5;33155.0;12547.0;322.0;348.0;92.5;927.0;977.0;94.9;257.0;343.0;74.9;3.0;51.0;3.0;0.0;31.0;1654.0;35.0;35.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;8.0;0.21;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;14.0;23.0;7.0;1.0;16.0;28.0;57.1;12.0;46.0;40.0;6.0;28.0;140.0;0.0;1968.0;415.0;1299.0;648.0;30.0;18.0;1968.0;1.0;1.0;100.0;1369.0;6.0;1.0;0.0;20.0;1.0;2.0;0.0;0.0;0.0;162.0;32.0;24.0;57.1
547;Marcus Coco;fr FRA;MF,FW;25;1996;24.0;9.0;930.0;1.0;1.0;0.0;0.0;3.0;1.0;0.1;0.1;0.19;0.1;0.19;0.8;0.8;0.08;0.08;10.3;3.0;0.0;25.0;0.29;0.08;0.33;0.07;0.2;0.2;224.0;325.0;68.9;3260.0;1250.0;123.0;154.0;79.9;73.0;111.0;65.8;15.0;33.0;45.5;7.0;19.0;5.0;2.0;21.0;302.0;23.0;5.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;17.0;0.0;8.0;17.0;1.65;11.0;0.0;2.0;2.0;2.0;2.0;0.19;2.0;0.0;0.0;0.0;0.0;34.0;14.0;17.0;11.0;6.0;8.0;18.0;44.4;10.0;11.0;1.0;10.0;10.0;15.0;0.0;482.0;20.0;118.0;197.0;176.0;19.0;482.0;14.0;26.0;53.8;292.0;26.0;23.0;1.0;21.0;31.0;4.0;0.0;0.0;0.0;67.0;31.0;32.0;49.2
548;Coke;es ESP;DF;34;1987;6.0;1.0;118.0;1.0;0.0;0.0;0.0;1.0;0.0;0.76;0.0;0.76;0.76;0.76;0.6;0.6;0.47;0.47;1.3;1.0;0.0;100.0;0.76;1.0;1.0;0.62;0.4;0.4;57.0;69.0;82.6;881.0;520.0;31.0;34.0;91.2;20.0;24.0;83.3;4.0;5.0;80.0;2.0;5.0;2.0;0.0;3.0;54.0;15.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;1.0;3.0;2.29;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;1.0;3.0;4.0;75.0;1.0;1.0;0.0;1.0;2.0;7.0;0.0;85.0;8.0;40.0;25.0;22.0;3.0;85.0;2.0;3.0;66.7;39.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;8.0;4.0;3.0;57.1
549;Séamus Coleman;ie IRL;DF;32;1988;30.0;30.0;2656.0;1.0;0.0;0.0;0.0;4.0;0.0;0.03;0.0;0.03;0.03;0.03;1.1;1.1;0.04;0.04;29.5;1.0;0.0;12.5;0.03;0.13;1.0;0.14;-0.1;-0.1;914.0;1255.0;72.8;14739.0;6578.0;497.0;569.0;87.3;316.0;447.0;70.7;76.0;168.0;45.2;13.0;86.0;26.0;13.0;78.0;981.0;269.0;11.0;0.0;5.0;41.0;0.0;0.0;0.0;0.0;258.0;5.0;23.0;47.0;1.59;37.0;3.0;2.0;2.0;3.0;5.0;0.17;3.0;0.0;0.0;0.0;2.0;61.0;36.0;35.0;16.0;10.0;33.0;51.0;64.7;18.0;30.0;11.0;19.0;32.0;80.0;2.0;1538.0;124.0;506.0;725.0;333.0;32.0;1538.0;34.0;49.0;69.4;711.0;30.0;20.0;0.0;14.0;17.0;2.0;1.0;0.0;1.0;188.0;25.0;23.0;52.1
550;Álex Collado;es ESP;MF,FW;22;1999;17.0;13.0;1020.0;2.0;1.0;0.0;0.0;1.0;0.0;0.18;0.09;0.26;0.18;0.26;1.1;1.1;0.1;0.1;11.3;8.0;1.0;47.1;0.71;0.12;0.25;0.07;0.9;0.9;268.0;365.0;73.4;4336.0;1023.0;127.0;146.0;87.0;100.0;123.0;81.3;26.0;55.0;47.3;16.0;28.0;9.0;1.0;20.0;314.0;47.0;17.0;2.0;0.0;42.0;19.0;11.0;8.0;0.0;5.0;4.0;14.0;36.0;3.18;23.0;6.0;2.0;2.0;3.0;3.0;0.26;2.0;1.0;0.0;0.0;0.0;27.0;12.0;6.0;16.0;5.0;12.0;31.0;38.7;19.0;28.0;2.0;26.0;6.0;11.0;0.0;543.0;13.0;82.0;239.0;232.0;18.0;543.0;14.0;38.0;36.8;307.0;29.0;19.0;0.0;15.0;16.0;0.0;0.0;0.0;0.0;59.0;6.0;17.0;26.1
551;Ebrima Colley;gm GAM;FW,MF;21;2000;11.0;3.0;394.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.24;0.24;4.4;5.0;0.0;41.7;1.14;0.0;0.0;0.09;-1.0;-1.0;80.0;127.0;63.0;1301.0;416.0;38.0;49.0;77.6;31.0;49.0;63.3;8.0;16.0;50.0;5.0;10.0;7.0;2.0;11.0;115.0;10.0;3.0;2.0;0.0;18.0;5.0;2.0;2.0;0.0;2.0;2.0;6.0;12.0;2.74;6.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;3.0;2.0;1.0;1.0;7.0;14.3;6.0;8.0;0.0;8.0;3.0;2.0;0.0;190.0;5.0;34.0;86.0;75.0;10.0;190.0;12.0;18.0;66.7;136.0;14.0;9.0;0.0;10.0;12.0;2.0;0.0;0.0;0.0;15.0;2.0;5.0;28.6
552;Omar Colley;gm GAM;DF;28;1992;32.0;31.0;2745.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;1.3;1.3;0.04;0.04;30.5;1.0;0.0;9.1;0.03;0.0;0.0;0.12;-1.3;-1.3;1211.0;1448.0;83.6;23118.0;7683.0;393.0;432.0;91.0;684.0;761.0;89.9;110.0;207.0;53.1;0.0;63.0;2.0;0.0;66.0;1351.0;95.0;59.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;3.0;2.0;5.0;10.0;0.33;7.0;0.0;0.0;1.0;1.0;1.0;0.03;0.0;0.0;0.0;1.0;0.0;47.0;36.0;32.0;14.0;1.0;22.0;32.0;68.8;10.0;31.0;19.0;12.0;80.0;135.0;2.0;1789.0;300.0;1046.0;711.0;44.0;19.0;1789.0;3.0;3.0;100.0;1002.0;11.0;1.0;0.0;25.0;31.0;1.0;0.0;1.0;0.0;182.0;56.0;38.0;59.6
553;Nathan Collins;ie IRL;DF;20;2001;19.0;18.0;1670.0;2.0;0.0;0.0;0.0;2.0;1.0;0.11;0.0;0.11;0.11;0.11;1.8;1.8;0.1;0.1;18.6;5.0;0.0;33.3;0.27;0.13;0.4;0.12;0.2;0.2;448.0;652.0;68.7;8648.0;3847.0;158.0;201.0;78.6;232.0;297.0;78.1;50.0;127.0;39.4;6.0;46.0;5.0;1.0;37.0;626.0;23.0;7.0;1.0;4.0;3.0;0.0;0.0;0.0;0.0;16.0;3.0;3.0;17.0;0.92;12.0;1.0;1.0;2.0;1.0;1.0;0.05;1.0;0.0;0.0;0.0;0.0;37.0;15.0;27.0;8.0;2.0;17.0;27.0;63.0;10.0;38.0;25.0;13.0;24.0;83.0;2.0;877.0;148.0;430.0;376.0;79.0;38.0;877.0;5.0;8.0;62.5;373.0;10.0;4.0;0.0;20.0;12.0;4.0;0.0;2.0;0.0;128.0;57.0;31.0;64.8
554;Kingsley Coman;fr FRA;FW,DF;25;1996;21.0;16.0;1359.0;6.0;2.0;0.0;0.0;1.0;1.0;0.4;0.13;0.53;0.4;0.53;4.6;4.6;0.3;0.3;15.1;20.0;0.0;43.5;1.32;0.13;0.3;0.1;1.4;1.4;547.0;707.0;77.4;8957.0;1828.0;291.0;340.0;85.6;199.0;252.0;79.0;45.0;72.0;62.5;24.0;23.0;39.0;11.0;51.0;675.0;29.0;2.0;4.0;4.0;79.0;7.0;4.0;0.0;0.0;20.0;3.0;14.0;53.0;3.51;42.0;2.0;3.0;4.0;2.0;5.0;0.33;5.0;0.0;0.0;0.0;0.0;14.0;8.0;1.0;9.0;4.0;5.0;16.0;31.3;11.0;14.0;0.0;14.0;8.0;5.0;0.0;914.0;11.0;70.0;316.0;541.0;107.0;914.0;48.0;85.0;56.5;733.0;51.0;29.0;0.0;9.0;22.0;5.0;0.0;0.0;0.0;78.0;9.0;14.0;39.1
555;Eray Cömert;ch SUI;DF;23;1998;8.0;5.0;408.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.09;0.09;4.5;1.0;0.0;33.3;0.22;0.0;0.0;0.14;-0.4;-0.4;169.0;201.0;84.1;3630.0;1367.0;45.0;49.0;91.8;97.0;103.0;94.2;25.0;44.0;56.8;1.0;13.0;0.0;0.0;11.0;193.0;8.0;7.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.66;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;4.0;1.0;0.0;3.0;6.0;50.0;3.0;3.0;2.0;1.0;2.0;6.0;0.0;229.0;21.0;119.0;106.0;6.0;4.0;229.0;0.0;0.0;0.0;143.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;24.0;2.0;7.0;22.2
556;Santi Comesaña;es ESP;MF;24;1996;35.0;32.0;2682.0;1.0;2.0;0.0;0.0;12.0;1.0;0.03;0.07;0.1;0.03;0.1;3.9;3.9;0.13;0.13;29.8;5.0;1.0;15.6;0.17;0.03;0.2;0.12;-2.9;-2.9;1214.0;1481.0;82.0;20966.0;6613.0;562.0;658.0;85.4;473.0;535.0;88.4;134.0;180.0;74.4;27.0;127.0;19.0;3.0;124.0;1422.0;52.0;43.0;3.0;23.0;10.0;0.0;0.0;0.0;0.0;0.0;7.0;30.0;60.0;2.01;50.0;0.0;3.0;3.0;3.0;6.0;0.2;3.0;0.0;1.0;2.0;0.0;87.0;56.0;45.0;33.0;9.0;40.0;104.0;38.5;64.0;46.0;6.0;40.0;33.0;30.0;0.0;1835.0;68.0;402.0;1137.0;325.0;58.0;1835.0;48.0;64.0;75.0;1175.0;45.0;35.0;1.0;60.0;56.0;1.0;0.0;0.0;0.0;213.0;56.0;63.0;47.1
557;Diego Conde;es ESP;GK;22;1998;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;5.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
558;Aaron Connolly;ie IRL;FW,MF;21;2000;4.0;1.0;156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.18;0.18;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.16;-0.3;-0.3;14.0;19.0;73.7;172.0;16.0;8.0;8.0;100.0;5.0;5.0;100.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;18.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.15;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;33.0;0.0;0.0;13.0;20.0;4.0;33.0;0.0;2.0;0.0;22.0;2.0;2.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;2.0;5.0;28.6
559;Andrea Consigli;it ITA;GK;34;1987;37.0;37.0;3322.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1161.0;1469.0;79.0;29559.0;19680.0;291.0;294.0;99.0;475.0;484.0;98.1;381.0;673.0;56.6;1.0;7.0;1.0;0.0;0.0;1084.0;381.0;135.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;8.0;0.22;7.0;1.0;0.0;0.0;0.0;1.0;0.03;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;23.0;3.0;1572.0;1199.0;1557.0;15.0;0.0;0.0;1572.0;0.0;0.0;0.0;782.0;0.0;0.0;0.0;2.0;7.0;0.0;0.0;2.0;0.0;41.0;7.0;1.0;87.5
560;Abdu Conté;pt POR;DF;23;1998;17.0;17.0;1347.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.07;0.07;0.0;0.07;0.4;0.4;0.03;0.03;15.0;1.0;0.0;20.0;0.07;0.0;0.0;0.08;-0.4;-0.4;447.0;614.0;72.8;6811.0;2488.0;244.0;302.0;80.8;159.0;211.0;75.4;27.0;57.0;47.4;9.0;30.0;9.0;5.0;28.0;480.0;132.0;4.0;0.0;3.0;41.0;0.0;0.0;0.0;0.0;128.0;2.0;21.0;23.0;1.54;16.0;2.0;0.0;2.0;2.0;2.0;0.13;2.0;0.0;0.0;0.0;0.0;22.0;12.0;16.0;5.0;1.0;12.0;24.0;50.0;12.0;12.0;2.0;10.0;4.0;10.0;0.0;719.0;24.0;261.0;276.0;192.0;14.0;719.0;11.0;19.0;57.9;423.0;21.0;8.0;0.0;14.0;14.0;2.0;0.0;0.0;0.0;68.0;9.0;11.0;45.0
561;Andrea Conti;it ITA;DF,MF;27;1994;7.0;2.0;234.0;1.0;0.0;0.0;0.0;1.0;0.0;0.38;0.0;0.38;0.38;0.38;0.4;0.4;0.17;0.17;2.6;1.0;0.0;25.0;0.38;0.25;1.0;0.11;0.6;0.6;62.0;82.0;75.6;849.0;334.0;40.0;46.0;87.0;14.0;22.0;63.6;5.0;7.0;71.4;0.0;4.0;0.0;0.0;3.0;68.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;3.0;2.0;0.77;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;1.0;3.0;6.0;50.0;3.0;4.0;0.0;4.0;7.0;4.0;0.0;111.0;11.0;41.0;42.0;29.0;7.0;111.0;2.0;3.0;66.7;64.0;4.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0
562;Andrea Conti;it ITA;DF;27;1994;1.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.0;66.7;62.0;2.0;2.0;2.0;100.0;2.0;4.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;3.0;2.0;1.0;0.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
563;Liam Cooper;sct SCO;DF;29;1991;21.0;21.0;1814.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.05;0.05;0.0;0.05;0.4;0.4;0.02;0.02;20.2;1.0;0.0;16.7;0.05;0.0;0.0;0.07;-0.4;-0.4;981.0;1183.0;82.9;18604.0;6591.0;335.0;378.0;88.6;547.0;600.0;91.2;86.0;171.0;50.3;4.0;31.0;0.0;0.0;39.0;1151.0;30.0;25.0;1.0;7.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;8.0;13.0;0.64;11.0;0.0;1.0;1.0;0.0;2.0;0.1;1.0;0.0;0.0;1.0;0.0;41.0;23.0;27.0;13.0;1.0;23.0;33.0;69.7;10.0;29.0;18.0;11.0;43.0;72.0;2.0;1401.0;151.0;855.0;528.0;27.0;13.0;1401.0;3.0;4.0;75.0;820.0;9.0;1.0;0.0;19.0;9.0;2.0;0.0;1.0;0.0;118.0;82.0;44.0;65.1
564;Lucas Copado;de GER;FW;17;2004;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.36;0.36;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.06;-0.1;-0.1;3.0;4.0;75.0;24.0;4.0;2.0;2.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;2.0;2.0;4.0;2.0;8.0;1.0;1.0;100.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
565;Diego Coppola;it ITA;DF;17;2003;4.0;3.0;249.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.04;0.04;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.1;-0.1;-0.1;77.0;98.0;78.6;1417.0;595.0;27.0;31.0;87.1;45.0;53.0;84.9;4.0;11.0;36.4;0.0;5.0;0.0;0.0;7.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;4.0;4.0;0.0;3.0;3.0;100.0;0.0;5.0;1.0;4.0;4.0;5.0;0.0;126.0;14.0;62.0;56.0;10.0;4.0;126.0;0.0;0.0;0.0;68.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;18.0;11.0;4.0;73.3
566;Francis Coquelin;fr FRA;MF;30;1991;20.0;8.0;830.0;2.0;1.0;0.0;0.0;3.0;0.0;0.22;0.11;0.33;0.22;0.33;0.4;0.4;0.04;0.04;9.2;2.0;0.0;40.0;0.22;0.4;1.0;0.07;1.6;1.6;408.0;480.0;85.0;5874.0;1416.0;230.0;256.0;89.8;129.0;141.0;91.5;19.0;29.0;65.5;10.0;43.0;9.0;0.0;36.0;469.0;7.0;2.0;2.0;7.0;1.0;0.0;0.0;0.0;0.0;2.0;4.0;11.0;19.0;2.06;14.0;0.0;0.0;1.0;2.0;1.0;0.11;1.0;0.0;0.0;0.0;0.0;26.0;17.0;9.0;11.0;6.0;11.0;20.0;55.0;9.0;15.0;5.0;10.0;19.0;11.0;0.0;585.0;19.0;96.0;303.0;194.0;21.0;585.0;17.0;20.0;85.0;415.0;13.0;17.0;0.0;23.0;13.0;0.0;0.0;0.0;0.0;57.0;15.0;10.0;60.0
567;Sébastien Corchia;fr FRA;DF;30;1990;28.0;13.0;1324.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.2;0.2;0.0;0.2;0.6;0.6;0.04;0.04;14.7;3.0;4.0;27.3;0.2;0.0;0.0;0.06;-0.6;-0.6;367.0;548.0;67.0;6314.0;3079.0;170.0;199.0;85.4;161.0;230.0;70.0;30.0;79.0;38.0;11.0;40.0;10.0;8.0;40.0;381.0;167.0;13.0;0.0;2.0;79.0;11.0;0.0;9.0;0.0;143.0;0.0;25.0;27.0;1.83;15.0;7.0;0.0;2.0;3.0;4.0;0.27;2.0;1.0;0.0;0.0;1.0;33.0;20.0;17.0;11.0;5.0;24.0;42.0;57.1;18.0;24.0;3.0;21.0;13.0;36.0;0.0;726.0;40.0;182.0;265.0;284.0;12.0;726.0;9.0;28.0;32.1;325.0;21.0;8.0;0.0;22.0;25.0;0.0;0.0;0.0;0.0;49.0;18.0;8.0;69.2
568;Sergio Córdova;ve VEN;FW,MF;23;1997;13.0;2.0;328.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.7;0.19;0.19;3.6;1.0;0.0;14.3;0.27;0.0;0.0;0.1;-0.7;-0.7;34.0;51.0;66.7;527.0;132.0;20.0;29.0;69.0;11.0;16.0;68.8;2.0;4.0;50.0;2.0;4.0;1.0;0.0;5.0;46.0;5.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;4.0;1.1;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;2.0;0.0;1.0;2.0;50.0;1.0;4.0;0.0;4.0;0.0;4.0;0.0;93.0;4.0;12.0;36.0;47.0;16.0;93.0;2.0;8.0;25.0;63.0;8.0;9.0;0.0;5.0;11.0;5.0;0.0;0.0;0.0;11.0;14.0;22.0;38.9
