;player;nationality;position;age;birth_year;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xg_per90;npxg_per90;minutes_90s;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;throw_ins;passes_offsides;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;blocks;blocked_shots;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;passes_received;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
27;Ruben Aguilar;fr FRA;DF;28;1993;28.0;22.0;2140.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.08;0.08;0.0;0.08;0.5;0.5;0.02;0.02;23.8;2.0;0.0;20.0;0.08;0.0;0.0;0.05;-0.5;-0.5;1435.0;1728.0;83.0;23194.0;8766.0;745.0;806.0;92.4;559.0;658.0;85.0;93.0;178.0;52.2;12.0;124.0;32.0;5.0;113.0;1445.0;277.0;34.0;4.0;16.0;64.0;1.0;0.0;1.0;0.0;242.0;6.0;27.0;32.0;1.35;25.0;3.0;1.0;1.0;2.0;4.0;0.17;3.0;1.0;0.0;0.0;0.0;78.0;53.0;39.0;32.0;7.0;43.0;68.0;63.2;25.0;19.0;4.0;15.0;44.0;57.0;0.0;1975.0;77.0;507.0;1008.0;478.0;27.0;1975.0;5.0;11.0;45.5;1185.0;31.0;5.0;0.0;32.0;29.0;1.0;0.0;0.0;1.0;157.0;33.0;40.0;45.2
28;Álvaro Aguirre;es ESP;FW;21;2000;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;100.0;35.0;0.0;3.0;3.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;2.0;1.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
29;Naouirou Ahamada;fr FRA;MF,DF;19;2002;3.0;0.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;32.0;87.5;501.0;62.0;14.0;15.0;93.3;10.0;11.0;90.9;4.0;6.0;66.7;0.0;1.0;0.0;0.0;3.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;33.3;2.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;5.0;27.0;6.0;0.0;38.0;0.0;0.0;0.0;31.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;3.0;25.0
30;Anel Ahmedhodzic;ba BIH;DF;22;1999;15.0;15.0;1350.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.07;0.07;0.0;0.07;0.5;0.5;0.03;0.03;15.0;4.0;0.0;50.0;0.27;0.0;0.0;0.06;-0.5;-0.5;766.0;858.0;89.3;14146.0;4562.0;310.0;333.0;93.1;353.0;381.0;92.7;89.0;120.0;74.2;11.0;39.0;5.0;1.0;54.0;826.0;31.0;23.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;8.0;1.0;3.0;20.0;1.33;16.0;1.0;0.0;2.0;0.0;2.0;0.13;2.0;0.0;0.0;0.0;0.0;38.0;26.0;27.0;9.0;2.0;20.0;31.0;64.5;11.0;16.0;8.0;8.0;22.0;44.0;0.0;1006.0;94.0;459.0;494.0;60.0;13.0;1006.0;1.0;4.0;25.0;667.0;8.0;5.0;0.0;21.0;10.0;0.0;0.0;0.0;0.0;108.0;18.0;13.0;58.1
31;Jean-Eudes Aholou;ci CIV;MF;27;1994;25.0;11.0;1004.0;1.0;1.0;0.0;0.0;2.0;0.0;0.09;0.09;0.18;0.09;0.18;2.2;2.2;0.19;0.19;11.2;2.0;0.0;11.8;0.18;0.06;0.5;0.13;-1.2;-1.2;339.0;412.0;82.3;5149.0;1077.0;164.0;191.0;85.9;131.0;147.0;89.1;21.0;37.0;56.8;6.0;23.0;9.0;1.0;29.0;404.0;8.0;8.0;1.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;23.0;2.06;19.0;0.0;1.0;1.0;1.0;3.0;0.27;3.0;0.0;0.0;0.0;0.0;16.0;9.0;4.0;9.0;3.0;5.0;19.0;26.3;14.0;8.0;1.0;7.0;19.0;7.0;0.0;536.0;11.0;83.0;317.0;145.0;17.0;536.0;11.0;23.0;47.8;339.0;21.0;10.0;0.0;21.0;20.0;0.0;0.0;0.0;0.0;77.0;14.0;5.0;73.7
32;Joseph Aidoo;gh GHA;DF;25;1995;32.0;30.0;2637.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.02;0.02;29.3;1.0;0.0;16.7;0.03;0.0;0.0;0.08;-0.5;-0.5;1270.0;1567.0;81.0;26020.0;8332.0;359.0;420.0;85.5;740.0;830.0;89.2;159.0;278.0;57.2;6.0;101.0;5.0;1.0;81.0;1531.0;32.0;13.0;1.0;11.0;3.0;0.0;0.0;0.0;0.0;19.0;4.0;9.0;16.0;0.55;15.0;0.0;0.0;1.0;0.0;2.0;0.07;2.0;0.0;0.0;0.0;0.0;39.0;26.0;28.0;10.0;1.0;17.0;31.0;54.8;14.0;23.0;13.0;10.0;38.0;96.0;3.0;1827.0;196.0;893.0;895.0;48.0;12.0;1827.0;9.0;11.0;81.8;1161.0;14.0;6.0;0.0;10.0;18.0;1.0;0.0;0.0;1.0;164.0;62.0;47.0;56.9
33;Ola Aina;ng NGA;DF;24;1996;21.0;17.0;1437.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.02;0.02;16.0;4.0;0.0;40.0;0.25;0.0;0.0;0.04;-0.4;-0.4;535.0;755.0;70.9;8693.0;3540.0;272.0;316.0;86.1;202.0;280.0;72.1;44.0;93.0;47.3;16.0;43.0;20.0;4.0;52.0;600.0;151.0;9.0;1.0;0.0;34.0;0.0;0.0;0.0;0.0;142.0;4.0;30.0;37.0;2.32;29.0;2.0;3.0;0.0;3.0;1.0;0.06;1.0;0.0;0.0;0.0;0.0;27.0;19.0;11.0;10.0;6.0;15.0;23.0;65.2;8.0;17.0;3.0;14.0;28.0;30.0;0.0;931.0;48.0;225.0;435.0;285.0;26.0;931.0;18.0;40.0;45.0;524.0;32.0;10.0;0.0;18.0;28.0;1.0;0.0;0.0;0.0;101.0;17.0;25.0;40.5
34;Rayan Aït Nouri;fr FRA;DF,MF;20;2001;23.0;20.0;1828.0;1.0;2.0;0.0;0.0;4.0;0.0;0.05;0.1;0.15;0.05;0.15;0.8;0.8;0.04;0.04;20.3;4.0;0.0;30.8;0.2;0.08;0.25;0.06;0.2;0.2;763.0;1025.0;74.4;12151.0;4064.0;418.0;472.0;88.6;273.0;361.0;75.6;54.0;141.0;38.3;17.0;28.0;14.0;10.0;37.0;811.0;211.0;10.0;1.0;7.0;96.0;29.0;11.0;16.0;0.0;172.0;3.0;19.0;45.0;2.22;30.0;8.0;4.0;0.0;2.0;6.0;0.3;4.0;1.0;0.0;0.0;1.0;64.0;36.0;46.0;15.0;3.0;22.0;44.0;50.0;22.0;24.0;2.0;22.0;22.0;39.0;1.0;1277.0;50.0;457.0;450.0;391.0;40.0;1277.0;42.0;81.0;51.9;729.0;44.0;27.0;0.0;14.0;20.0;3.0;1.0;0.0;0.0;128.0;17.0;13.0;56.7
35;Kristoffer Ajer;no NOR;DF;23;1998;24.0;23.0;1995.0;1.0;3.0;0.0;0.0;5.0;0.0;0.05;0.14;0.18;0.05;0.18;0.8;0.8;0.04;0.04;22.2;1.0;0.0;14.3;0.05;0.14;1.0;0.12;0.2;0.2;627.0;892.0;70.3;10133.0;4739.0;303.0;372.0;81.5;255.0;342.0;74.6;47.0;105.0;44.8;8.0;41.0;13.0;2.0;66.0;734.0;154.0;6.0;2.0;3.0;17.0;0.0;0.0;0.0;0.0;148.0;4.0;28.0;33.0;1.5;22.0;6.0;2.0;1.0;1.0;7.0;0.32;3.0;1.0;2.0;0.0;1.0;29.0;18.0;21.0;6.0;2.0;13.0;21.0;61.9;8.0;19.0;11.0;8.0;26.0;74.0;0.0;1089.0;107.0;442.0;479.0;178.0;31.0;1089.0;13.0;18.0;72.2;526.0;25.0;7.0;0.0;12.0;16.0;0.0;0.0;0.0;0.0;109.0;49.0;31.0;61.3
36;Ludovic Ajorque;re REU;FW;27;1994;36.0;31.0;2738.0;12.0;8.0;3.0;3.0;5.0;1.0;0.39;0.26;0.66;0.3;0.56;11.1;8.7;0.36;0.29;30.4;24.0;0.0;42.9;0.79;0.16;0.38;0.16;0.9;0.3;653.0;906.0;72.1;9171.0;1389.0;386.0;506.0;76.3;172.0;239.0;72.0;43.0;61.0;70.5;46.0;30.0;23.0;4.0;44.0;880.0;24.0;1.0;5.0;10.0;17.0;0.0;0.0;0.0;0.0;2.0;2.0;16.0;83.0;2.73;62.0;0.0;2.0;9.0;9.0;10.0;0.33;6.0;0.0;0.0;2.0;2.0;36.0;25.0;5.0;19.0;12.0;7.0;40.0;17.5;33.0;28.0;3.0;25.0;8.0;31.0;1.0;1219.0;37.0;102.0;645.0;486.0;135.0;1216.0;14.0;27.0;51.9;935.0;70.0;36.0;0.0;40.0;36.0;14.0;2.0;0.0;1.0;86.0;127.0;102.0;55.5
37;Manuel Akanji;ch SUI;DF;26;1995;26.0;25.0;2261.0;1.0;0.0;0.0;0.0;3.0;0.0;0.04;0.0;0.04;0.04;0.04;1.9;1.9;0.08;0.08;25.1;3.0;1.0;23.1;0.12;0.08;0.33;0.15;-0.9;-0.9;1819.0;2013.0;90.4;36320.0;13836.0;585.0;629.0;93.0;973.0;1018.0;95.6;235.0;314.0;74.8;2.0;122.0;2.0;0.0;90.0;1944.0;66.0;59.0;1.0;26.0;3.0;0.0;0.0;0.0;0.0;7.0;3.0;10.0;16.0;0.64;12.0;2.0;1.0;1.0;0.0;1.0;0.04;1.0;0.0;0.0;0.0;0.0;33.0;23.0;20.0;11.0;2.0;22.0;32.0;68.8;10.0;26.0;15.0;11.0;35.0;58.0;0.0;2191.0;198.0;960.0;1182.0;64.0;21.0;2191.0;8.0;9.0;88.9;1645.0;8.0;1.0;0.0;19.0;24.0;1.0;0.0;0.0;1.0;164.0;51.0;35.0;59.3
38;Carlos Akapo;gq EQG;DF;28;1993;25.0;21.0;1844.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.03;0.03;20.5;1.0;0.0;10.0;0.05;0.0;0.0;0.05;-0.5;-0.5;611.0;832.0;73.4;10222.0;3920.0;291.0;341.0;85.3;246.0;322.0;76.4;52.0;109.0;47.7;7.0;38.0;14.0;11.0;35.0;672.0;158.0;18.0;1.0;3.0;45.0;0.0;0.0;0.0;0.0;140.0;2.0;20.0;26.0;1.27;17.0;4.0;1.0;1.0;3.0;1.0;0.05;1.0;0.0;0.0;0.0;0.0;43.0;31.0;26.0;15.0;2.0;21.0;37.0;56.8;16.0;26.0;7.0;19.0;51.0;61.0;0.0;1078.0;86.0;403.0;454.0;234.0;9.0;1078.0;12.0;21.0;57.1;459.0;27.0;9.0;0.0;23.0;25.0;2.0;0.0;1.0;0.0;112.0;37.0;32.0;53.6
39;Marley Aké;fr FRA;FW,MF;20;2001;4.0;0.0;77.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;16.0;75.0;184.0;58.0;7.0;8.0;87.5;1.0;2.0;50.0;2.0;2.0;100.0;0.0;2.0;1.0;1.0;3.0;16.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.18;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;23.0;0.0;4.0;12.0;8.0;0.0;23.0;0.0;2.0;0.0;15.0;3.0;1.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;100.0
40;Nathan Aké;nl NED;DF;26;1995;14.0;10.0;923.0;2.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.2;0.2;0.7;0.7;0.07;0.07;10.3;2.0;0.0;40.0;0.2;0.4;1.0;0.15;1.3;1.3;796.0;878.0;90.7;13200.0;4534.0;373.0;399.0;93.5;384.0;416.0;92.3;29.0;42.0;69.0;2.0;63.0;3.0;0.0;33.0;836.0;41.0;15.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;26.0;1.0;5.0;5.0;0.49;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;9.0;7.0;8.0;1.0;6.0;8.0;75.0;2.0;7.0;5.0;2.0;8.0;23.0;0.0;953.0;56.0;330.0;525.0;103.0;10.0;953.0;0.0;2.0;0.0;741.0;4.0;3.0;0.0;9.0;2.0;0.0;0.0;0.0;0.0;43.0;37.0;12.0;75.5
41;Ilias Akhomach;es ESP;FW;17;2004;2.0;2.0;124.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.14;0.14;1.4;2.0;0.0;50.0;1.45;0.0;0.0;0.05;-0.2;-0.2;45.0;55.0;81.8;581.0;186.0;29.0;32.0;90.6;13.0;15.0;86.7;1.0;2.0;50.0;4.0;4.0;7.0;2.0;7.0;55.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;6.53;5.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;8.0;21.0;45.0;6.0;74.0;1.0;3.0;33.3;57.0;1.0;1.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;11.0;1.0;2.0;33.3
42;Maghnes Akliouche;fr FRA;MF,FW;19;2002;7.0;0.0;54.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.16;0.16;0.6;1.0;0.0;50.0;1.67;0.0;0.0;0.05;-0.1;-0.1;20.0;22.0;90.9;254.0;86.0;15.0;15.0;100.0;4.0;6.0;66.7;1.0;1.0;100.0;1.0;3.0;3.0;0.0;5.0;22.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.67;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;34.0;0.0;3.0;12.0;19.0;3.0;34.0;0.0;1.0;0.0;29.0;5.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;2.0;33.3
43;Paul Akouokou;ci CIV;MF;23;1997;8.0;6.0;516.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.01;0.01;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.03;-0.1;-0.1;284.0;325.0;87.4;4724.0;1363.0;142.0;156.0;91.0;121.0;136.0;89.0;17.0;24.0;70.8;3.0;32.0;2.0;1.0;24.0;320.0;4.0;4.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;7.0;1.22;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;9.0;5.0;7.0;2.0;8.0;12.0;66.7;4.0;6.0;0.0;6.0;11.0;6.0;0.0;375.0;12.0;73.0;257.0;46.0;3.0;375.0;6.0;8.0;75.0;267.0;2.0;5.0;0.0;13.0;2.0;0.0;0.0;0.0;0.0;42.0;6.0;2.0;75.0
44;Jean-Daniel Akpa-Akpro;ci CIV;MF;28;1992;10.0;4.0;315.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.06;0.06;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.07;-0.2;-0.2;89.0;106.0;84.0;1077.0;154.0;61.0;68.0;89.7;24.0;25.0;96.0;1.0;1.0;100.0;2.0;6.0;1.0;0.0;1.0;106.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;0.86;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;10.0;7.0;9.0;1.0;7.0;12.0;58.3;5.0;4.0;2.0;2.0;2.0;6.0;0.0;165.0;11.0;45.0;86.0;37.0;1.0;165.0;6.0;10.0;60.0;107.0;13.0;4.0;0.0;13.0;8.0;0.0;0.0;1.0;0.0;13.0;4.0;4.0;50.0
45;Kevin Akpoguma;ng NGA;DF,FW;26;1995;26.0;19.0;1527.0;2.0;2.0;0.0;0.0;5.0;0.0;0.12;0.12;0.24;0.12;0.24;1.4;1.4;0.08;0.08;17.0;4.0;0.0;33.3;0.24;0.17;0.5;0.12;0.6;0.6;691.0;917.0;75.4;11479.0;4667.0;332.0;384.0;86.5;289.0;358.0;80.7;52.0;111.0;46.8;11.0;57.0;11.0;2.0;71.0;742.0;172.0;13.0;0.0;7.0;31.0;0.0;0.0;0.0;0.0;159.0;3.0;24.0;32.0;1.89;23.0;1.0;3.0;3.0;2.0;2.0;0.12;1.0;0.0;0.0;1.0;0.0;33.0;19.0;16.0;11.0;6.0;16.0;28.0;57.1;12.0;32.0;2.0;30.0;20.0;29.0;2.0;1116.0;53.0;363.0;514.0;248.0;34.0;1116.0;21.0;47.0;44.7;625.0;30.0;9.0;0.0;25.0;23.0;4.0;0.0;1.0;0.0;100.0;17.0;20.0;45.9
46;David Alaba;at AUT;DF;29;1992;30.0;30.0;2642.0;2.0;3.0;0.0;0.0;2.0;0.0;0.07;0.1;0.17;0.07;0.17;1.7;1.7;0.06;0.06;29.4;7.0;7.0;33.3;0.24;0.1;0.29;0.09;0.3;0.3;1788.0;1968.0;90.9;29585.0;10903.0;831.0;870.0;95.5;804.0;859.0;93.6;102.0;161.0;63.4;21.0;143.0;15.0;3.0;100.0;1888.0;74.0;34.0;4.0;2.0;40.0;3.0;3.0;0.0;0.0;34.0;6.0;9.0;46.0;1.57;39.0;2.0;0.0;4.0;0.0;8.0;0.27;7.0;0.0;0.0;1.0;0.0;23.0;13.0;15.0;6.0;2.0;9.0;19.0;47.4;10.0;26.0;15.0;11.0;22.0;70.0;1.0;2180.0;199.0;910.0;998.0;281.0;41.0;2180.0;4.0;10.0;40.0;1695.0;18.0;3.0;0.0;16.0;6.0;2.0;0.0;0.0;0.0;141.0;14.0;22.0;38.9
47;Sofiane Alakouch;ma MAR;DF,MF;23;1998;4.0;0.0;158.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.02;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;83.0;103.0;80.6;1154.0;309.0;52.0;56.0;92.9;27.0;33.0;81.8;2.0;5.0;40.0;1.0;6.0;0.0;0.0;3.0;90.0;13.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;12.0;0.0;7.0;4.0;2.28;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;3.0;4.0;0.0;2.0;5.0;40.0;3.0;4.0;0.0;4.0;1.0;4.0;0.0;126.0;6.0;31.0;68.0;29.0;0.0;126.0;2.0;4.0;50.0;82.0;6.0;2.0;0.0;5.0;7.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0
48;Tomás Alarcón;cl CHI;MF;22;1999;23.0;16.0;1425.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.06;0.06;0.0;0.06;1.2;1.2;0.08;0.08;15.8;2.0;0.0;13.3;0.13;0.0;0.0;0.08;-1.2;-1.2;398.0;572.0;69.6;7977.0;2385.0;159.0;193.0;82.4;139.0;185.0;75.1;82.0;143.0;57.3;14.0;41.0;7.0;4.0;38.0;503.0;65.0;29.0;2.0;15.0;64.0;33.0;14.0;14.0;0.0;3.0;4.0;18.0;28.0;1.77;14.0;12.0;1.0;0.0;0.0;2.0;0.13;0.0;2.0;0.0;0.0;0.0;31.0;20.0;17.0;10.0;4.0;10.0;31.0;32.3;21.0;19.0;7.0;12.0;30.0;31.0;0.0;742.0;55.0;218.0;367.0;164.0;9.0;742.0;4.0;8.0;50.0;359.0;15.0;10.0;0.0;19.0;9.0;1.0;0.0;2.0;0.0;107.0;15.0;19.0;44.1
49;Lucas Alario;ar ARG;FW;28;1992;27.0;5.0;655.0;6.0;0.0;0.0;1.0;2.0;0.0;0.82;0.0;0.82;0.82;0.82;6.2;5.4;0.85;0.75;7.3;13.0;0.0;59.1;1.79;0.27;0.46;0.25;-0.2;0.6;115.0;171.0;67.3;1392.0;257.0;68.0;92.0;73.9;30.0;44.0;68.2;3.0;6.0;50.0;7.0;5.0;5.0;0.0;9.0;159.0;12.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;9.0;27.0;3.69;17.0;0.0;6.0;2.0;2.0;4.0;0.55;3.0;0.0;1.0;0.0;0.0;6.0;5.0;0.0;2.0;4.0;2.0;5.0;40.0;3.0;5.0;0.0;5.0;1.0;6.0;0.0;261.0;6.0;17.0;112.0;134.0;44.0;260.0;12.0;14.0;85.7;196.0;30.0;13.0;0.0;8.0;8.0;7.0;1.0;0.0;0.0;13.0;19.0;23.0;45.2
50;Jordi Alba;es ESP;DF;32;1989;30.0;30.0;2644.0;2.0;10.0;0.0;0.0;11.0;0.0;0.07;0.34;0.41;0.07;0.41;1.8;1.8;0.06;0.06;29.4;6.0;1.0;19.4;0.2;0.06;0.33;0.06;0.2;0.2;2334.0;2795.0;83.5;36392.0;12699.0;1218.0;1329.0;91.6;868.0;995.0;87.2;154.0;273.0;56.4;58.0;212.0;60.0;18.0;203.0;2416.0;365.0;96.0;13.0;12.0;121.0;1.0;0.0;0.0;0.0;268.0;14.0;38.0;89.0;3.03;82.0;3.0;0.0;2.0;2.0;14.0;0.48;13.0;0.0;0.0;1.0;0.0;47.0;34.0;12.0;26.0;9.0;27.0;47.0;57.4;20.0;26.0;6.0;20.0;33.0;41.0;1.0;2997.0;82.0;658.0;1459.0;896.0;67.0;2997.0;6.0;22.0;27.3;2135.0;25.0;4.0;0.0;26.0;19.0;11.0;0.0;0.0;0.0;214.0;13.0;23.0;36.1
51;Josué Albert;gf GUF;DF;29;1992;2.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.25;0.25;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.06;-0.1;-0.1;5.0;6.0;83.3;62.0;35.0;3.0;3.0;100.0;2.0;3.0;66.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;10.0;2.0;5.0;4.0;1.0;1.0;10.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;Luis Alberto;es ESP;MF;28;1992;34.0;27.0;2353.0;5.0;9.0;0.0;0.0;5.0;0.0;0.19;0.34;0.54;0.19;0.54;4.1;4.1;0.16;0.16;26.1;16.0;2.0;34.0;0.61;0.11;0.31;0.09;0.9;0.9;1626.0;1970.0;82.5;25003.0;8250.0;896.0;986.0;90.9;553.0;631.0;87.6;115.0;235.0;48.9;65.0;235.0;44.0;5.0;157.0;1751.0;211.0;82.0;18.0;9.0;143.0;104.0;47.0;40.0;0.0;12.0;8.0;29.0;120.0;4.59;83.0;26.0;3.0;3.0;5.0;16.0;0.61;6.0;7.0;1.0;2.0;0.0;29.0;17.0;8.0;11.0;10.0;8.0;52.0;15.4;44.0;32.0;4.0;28.0;13.0;7.0;0.0;2163.0;14.0;255.0;1218.0;714.0;30.0;2163.0;27.0;44.0;61.4;1674.0;29.0;23.0;0.0;13.0;26.0;1.0;0.0;0.0;0.0;136.0;6.0;12.0;33.3
53;Raúl Albiol;es ESP;DF;35;1985;28.0;28.0;2465.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.02;0.02;27.4;1.0;0.0;20.0;0.04;0.0;0.0;0.09;-0.5;-0.5;1339.0;1560.0;85.8;28053.0;9682.0;355.0;392.0;90.6;780.0;850.0;91.8;186.0;277.0;67.1;4.0;63.0;1.0;0.0;61.0;1502.0;57.0;55.0;0.0;12.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;12.0;9.0;0.33;8.0;0.0;0.0;1.0;0.0;2.0;0.07;1.0;0.0;0.0;1.0;0.0;26.0;15.0;20.0;5.0;1.0;14.0;18.0;77.8;4.0;24.0;15.0;9.0;21.0;126.0;1.0;1798.0;255.0;951.0;816.0;38.0;9.0;1798.0;3.0;4.0;75.0;1166.0;7.0;6.0;0.0;18.0;12.0;2.0;0.0;0.0;0.0;137.0;41.0;27.0;60.3
